Shape_Leng,Shape_Area,ADM2_FR,ADM2_PCODE,ADM2_REF,ADM2ALT1FR,ADM2ALT2FR,ADM1_FR,ADM1_PCODE,ADM0_FR,ADM0_PCODE,date,validOn,validTo,Preci_fev_2016mean,Preci_fev_2016min,Preci_fev_2016max
5.08060572541,0.37603953635,Balé,BF4601,Bale,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,1.00118116556473,0.616728067398071,1.3432195186615
3.08247554442,0.33348285523,Bam,BF4901,,,,Centre-Nord,BF49,Burkina Faso,BF,2020/03/18,2020/03/23,,0.223958333333333,0,1
5.37418527303,0.48351948240,Banwa,BF4602,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,1.46117132902145,0.521126389503479,1.94925165176392
3.87903464300,0.30864053369,Bazèga,BF5101,Bazega,,,Centre-Sud,BF51,Burkina Faso,BF,2020/03/18,2020/03/23,,0.907997450563643,0.700010240077972,1.68072700500488
3.35151630410,0.22739934162,Bougouriba,BF5701,,,,Sud-Ouest,BF57,Burkina Faso,BF,2020/03/18,2020/03/23,,1.69738779194427,1.04762148857117,2.56126546859741
5.54415254398,0.52646857154,Boulgou,BF4801,,,,Centre-Est,BF48,Burkina Faso,BF,2020/03/18,2020/03/23,,2.20635525926799,1.58569896221161,3.32555627822876
4.20528686611,0.35472143584,Boulkiemdé,BF5001,Boulkiemde,,,Centre-Ouest,BF50,Burkina Faso,BF,2020/03/18,2020/03/23,,0.838765467182871,0.62423038482666,1.48821032047272
8.45663022126,1.26143312419,Comoé,BF4701,Comoe,,,Cascades,BF47,Burkina Faso,BF,2020/03/18,2020/03/23,,4.79472476072272,1.82483458518982,7.87210035324097
3.69106435873,0.35740865029,Ganzourgou,BF5501,,,,Plateau-Central,BF55,Burkina Faso,BF,2020/03/18,2020/03/23,,1.08085812671671,0.7709881067276,1.79308986663818
6.64565291962,0.77043525196,Gnagna,BF5201,,,,Est,BF52,Burkina Faso,BF,2020/03/18,2020/03/23,,0.29954954954955,0,1
7.92828632128,0.91148628061,Gourma,BF5202,,,,Est,BF52,Burkina Faso,BF,2020/03/18,2020/03/23,,1.05849339152924,0.810713946819305,1.95927512645721
7.48026827085,0.94321173302,Houet,BF5301,,,,Hauts-Bassins,BF53,Burkina Faso,BF,2020/03/18,2020/03/23,,1.65148352887652,0.509274005889893,4.28307342529297
3.52302810348,0.27250629124,Ioba,BF5702,,,,Sud-Ouest,BF57,Burkina Faso,BF,2020/03/18,2020/03/23,,1.35517824303572,1.06802558898926,1.72847485542297
3.28716824267,0.24830211969,Kadiogo,BF1300,,,,Centre,BF13,Burkina Faso,BF,2020/03/18,2020/03/23,,1.04231046693666,0.748421370983124,1.74120020866394
4.99390351331,0.69568620628,Kénédougou,BF5302,Kenedougou,,,Hauts-Bassins,BF53,Burkina Faso,BF,2020/03/18,2020/03/23,,2.05943315833807,0.51862895488739,4.43422031402588
4.65656916863,0.42399176665,Komandjari,BF5203,,,,Est,BF52,Burkina Faso,BF,2020/03/18,2020/03/23,,0.6,0,1
5.53976527700,0.57884020519,Kompienga,BF5204,,,,Est,BF52,Burkina Faso,BF,2020/03/18,2020/03/23,,0.998468689351197,0.786131083965302,1.61831760406494
4.39550028031,0.61722796275,Kossi,BF4603,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,0.911446830427105,0,1.94703102111816
3.60030709967,0.43941062026,Koulpélogo,BF4802,Koulpelogo,,,Centre-Est,BF48,Burkina Faso,BF,2020/03/18,2020/03/23,,1.23984965965861,0.784483790397644,1.70567584037781
3.23110068694,0.23544445349,Kourittenga,BF4803,,,,Centre-Est,BF48,Burkina Faso,BF,2020/03/18,2020/03/23,,1.36132316236143,0.890332460403442,1.96817970275879
2.38710329798,0.13388322877,Kourwéogo,BF5502,Kourweogo,,,Plateau-Central,BF55,Burkina Faso,BF,2020/03/18,2020/03/23,,0.923314119038517,0.695486962795258,1.62199294567108
3.24999609269,0.24803678911,Léraba,BF4702,Leraba,,,Cascades,BF47,Burkina Faso,BF,2020/03/18,2020/03/23,,4.49427305980467,3.41484594345093,5.31357383728027
3.12999340113,0.31457115434,Loroum,BF5401,,,,Nord,BF54,Burkina Faso,BF,2020/03/18,2020/03/23,,0,0,0
5.76684319767,0.58406393480,Mouhoun,BF4604,,,,Boucle du Mouhoun,BF46,Burkina Faso,BF,2020/03/18,2020/03/23,,1.26659886751856,0.638673961162567,1.87975907325745
3.56052842802,0.32159959502,Nahouri,BF5102,,,,Centre-Sud,BF51,Burkina Faso,BF,2020/03/18,2020/03/23,,1.6249878618025,1.31565594673157,2.51904678344727
